	FSS19F	JC2F	FUR1F	FSS217F	FSS221F	BAT4F	FUR5F	BRD2F	BAT1F	CLC5F	BRD3F	CLC2F	FS4F	CLC11F	FSS13F	FSS10F	FSS4F	FSS16F	FSS22F	JC8F	CLC8F	FS10F	FS7F	JC4F	FSS12071110	FSS1207114	FSS12071122	FSS1109241	FSS12071222	FSS11092467	FSS12071213	FSS12071216	FSS11092468	FSS1207111	FSS12071119	FSS11092477	FSS11092470	FSS12071204	FSS12071207	FSS12071201	FSS12071113	FSS1109245	FSS11092474	FSS12071219	FSS12071228	FSS12071210	FSS12071116	FSS1207117	FSS12071225	ELMA13081416	ELMA1308141	ELMA13081418	ELMA13081411	ELMA13081417	ELMA1308143	ELMA1308145	ELMA1308146	ELMA1308142	ELMA1308144	PARA14052533	ELMA14061233	PARA14052625	FS14050225	JC14041816	FSS14050317	ELMA14060527	ELMA14060517	ELMA14061217	PARA14052525	PARA14052513	ELMA1406055	JC1404181	ELMA14060518	ELMA14061221	ELMA1406121	PARA14052613	PARA1405269	PARA1405295	ELMA1406059	ELMA14060540	FSS1405039	FS1405021	PARA1405291	ELMA14060547	PARA14052529	PARA1405251	JC1404186	PARA1405261	ELMA14060522	PARA1405259	FSS14050313	PARA1405265	BAT1404181	PARA14052517	CLC1404207	FS1405029	ELMA14060523	ELMA1406125	PARA1405299	JC14041811	PARA1405241	BRD1404191	FS14050221	FS14050217	ELMA14061229	FSS1405021	PARA14052617	PARA14052813	PARA14052917	ELMA14060531	FSS1405035	PARA14052913	PARA14052629	ELMA1406051	FW1404211	ELMA14060544	PARA1405255	ELMA14061225	PARA14052921	PARA14052925	PARA1405285	ELMA14060513	PARA14052621	FS1405025	CLC1404201	ELMA14060532	PARA1405281	ELMA1406129	ELMA14061213	ELMA14060536	FS14050213	FSS1405031	ZL1404181	PARA1405289	PARA14052521	RSS14062113	CC14062037	CC14062013	CC14062025	CC1406201	CC14062017	RSS1406241	CC1406205	CC1406209	CC14062021	RSS1406215	RSS1406211	RSS1406245	WCS1406239	CC14062033	WCS1406235	WCS14062313	WCS1406231	CC14062029	RSS1406219	TOR14050437	TOR14050413	TOR14050441	TOR14050445	TOR14050425	TOR1405041	TOR1405049	TOR14050421	TOR14050429	TOR14050417	TOR14050433	TOR1405045	TOR14050449	CRY14050521	CRY14050513	CRY1405051	CRY1405059	CRY14050517	CRY1405055
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothideaceae	0	0	0	0	0	0	0	0	0.00044843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000554324	0	0	0	0	0	0.000384986	0	0	0	0	0	0	0	0	0	0	0	0	0.000247158	0.000685871	0	0	0.000137193	0	0	0	0	0.039473684	0	0.000221484	0	0	0	0	0.001044205	0.003913894	0.000108654	0.007710715	0	0	0.000418235	0.003840878	0.000266241	0.019992985	0.000275558	0.001707132	0.000227187	0	0	0.002983961	0.000826446	0.001328021	0.007722008	0	0	0.021031746	0	0.016052536	0.001447178	0.000571755	0.043449638	0	0	0	0.006683375	0.000104767	0.000273823	0	0.029079861	0.10326542	0	0.003976143	0	0.000259202	0	0.000715478	0.003897116	0	0	0.001052078	0	0.001563477	0.036685642	0.003870968	0.004580153	0.002357696	0.008964719	0	0.012827988	0.010232886	0	0.004597701	0.132049135	0.011182109	0.004460552	0.000861326	0.001218027	0.00033761	0.000622859	0.023320571	0.003796507	0.000340948	0.022530329	0	0	0	0	0	0	0	0	0	0	0	0	0.000339136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae	0	0	0	0	0	0	0	0	0.003811659	0	0	0	0	0	0	0	0	0	0.006674082	0	0.000565291	0	0	0	0	0	0	0	0	0	0	0.000332594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062588905	0	0	0	0	0	0.000150716	0.000348068	0	0	0.000531773	0.001734605	0	0.00334588	0.000274348	0	0.000701508	0	0	0	0	0	0	0	0	0.000241313	0.000259336	0	0	0	0.003648304	0	0	0.000329164	0	0	0	0.000835422	0	0	0	0.000434028	0	0	0	0	0	0	0.000476985	0.000194856	0	0	0.000263019	0	0	0	0	0.000763359	0	0.000867553	0	0	0	0	0	0	0.000532481	0	0.00129199	0	0.00033761	0	0	0	0.005796113	0.004159445	0.000687663	0	0	0	0	0	0.000185408	0	0	0	0	0	0	0.001607717	0.000253453	0	0.000361533	0.000639284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__unidentified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00665779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007823613	0	0	0	0	0	0	0.000348068	0	0	0	0	0	0	0	8.87E-05	0	0	0	0	0	0	0.00074599	0	0	0	0.000518672	0	0	0	0	0	0	0	0	0	0	0	0	0.000684556	0	0	0	0	0.003479125	0	0	0	0	0	0.000226142	0	0	0	0	0	0.000184332	0.000763359	0	0	0	0	0	0.000363504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002026086	0	0	0	0	0.003066141	0.000993471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Hysteriales;f__Hysteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000430663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000348473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000675219	0	0	0	0	0	0	0	0.010027192	0	0	0	9.27E-05	0	0.002147695	0	0.000851547	0	0	0	0	0.000185048	0	0.000319642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Myriangiales;Other	0	0	0	0	0	0	0	0	0.000672646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003014643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000301432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007832898	0	0	0.000723938	0	0	0	0	0	0	0	0.003620803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000779423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002088409	0.001898254	0	0.00034662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000635526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Myriangiales;f__Elsinoaceae	0	0	0	0	0.000674764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002822865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Myriangiales;f__Myriangiales_fam_Incertae_sedis	0	0	0	0	0	0	0	0.000981675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000247158	0	0	0	0	0	0	0.004223161	0	0	0	0	0	0	0	0	0	0	0	0	0.000867303	0	0.005018821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000329164	0	0	0	0	0	0	0	0	0.000558191	0	0	0	0	0	0	0	0.000226142	0	0	0	0.002188868	0	0.001474654	0	0	0	0	0	0	0	0	0	0	0	0.007321275	0.005481121	0.001688049	0	0	0.010250569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Patellariales;f__Patellariaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000293169	0	0	0	0.022227162	0	0	0.005820443	0	0	0	0	0	0.001740341	0	0	0	0	0	0.003764115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000737327	0	0	0	0	0.182507289	0	0	0	0	0.003194888	0	0	0	0.001688049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;Other	0	0.015992474	0.025127047	0.014310539	0.022267206	0.007669514	0	0.267670157	0.00941704	0	0.087677011	0.005093834	0.005381166	0.002877238	0.008190618	0	0.008322237	0.118437422	0.007786429	0	0	0	0.021840874	0.035	0.155509247	0.047277025	0.019075362	0.037506974	0.066858447	0.039621267	0.071414283	0.05886918	0	0.047547494	0.023384926	0.000951113	0.016564303	0.058710298	0.052055407	0.068008919	0.046831573	0.079028862	0.058960434	0.046906475	0.064602018	0.022757697	0.048733875	0.075379077	0.098621878	0.026506024	0.001235788	0.001714678	0.01841254	0.011140428	0.002469475	0.007941176	0.059928733	0.010891309	0.017165006	0.035206259	0	0	0	0.000106798	0.000355402	0.003466466	0.013574661	0.046183953	5.43E-05	0.045466631	0.019947962	0.000596837	0.002927645	0.029355281	0.001774938	0.018239214	0	0.002655539	0.000378644	0.007217521	0.001387845	0.086534875	0.00094451	0.001707456	0.01496139	0.0093361	0.005112072	0.008730159	0.000309837	0.254469172	0.082489146	0.000285878	0.01514154	6.42E-05	0	0.00913242	0.008354219	0.00303824	0.002601314	0.003028185	0.011284722	0.000279096	0.009524916	0.229373757	0.001523616	0.044582685	0.000597657	0.006439304	0.020265004	0.011080959	0.112650383	0.005260389	0.000533374	0.005315822	0.014547755	0.001474654	0.053435115	0.001010441	0.017929439	0	0.049562682	0.040578687	0.003271538	0.076436782	0.121440536	0.029286475	0.010593811	0.018949182	0.018879415	0.006414585	0.328246652	0.02540898	0.034927866	0.008864644	0.0152513	0.072754779	0.098442551	0.115567641	0.038074713	0.028745093	0.113350126	0.03504218	0.004065642	0.126879233	0.065703022	0.064149872	0.08485164	0.028148316	0.100884244	0.037004182	0.045151739	0.154736081	0.141601406	0.018112488	0.047519364	0.000725013	9.21E-05	0.009165903	0.000495622	9.05E-05	0.000492611	0.001910079	0	0	0	0	0.000374462	0	8.99E-05	0	0	0	0.000670691	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Coniothyriaceae	0	0	0	0	0.002024291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00040008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001085384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae	0.009348156	0.006585136	0	0.005315343	0.047908232	0.001917378	0	0.001963351	0	0	0.039168424	0	0	0	0	0.080078125	0	0.002239363	0.019280682	0	0	0.053444181	0	0	0.008595989	0.078370761	0.00347679	0.018352955	0.023906358	0.004806992	0.020404081	0.094678492	0.482031382	0.086615863	0.007570659	0.005136009	0	0.080076997	0.019436997	0.055941763	0.028071151	0	0.036656323	0.144892086	0.050588565	0.001784917	0.101528906	0.005017999	0.072997416	0.001355422	0.00321305	0	0.018661359	0.152447962	0.000823158	0.029411765	0.070942663	0.01378084	0.023532669	0.030227596	0.000956785	0.001993355	0	5.34E-05	0.000863119	0.003466466	0.030281935	0.017221135	0.000217309	0.009837809	0.00954033	0.004923903	0.00250941	0.171742112	0.001508697	0.025254297	0.000183705	0.002276176	0.000454373	0.004977601	0.001214364	0.211115256	0.008618654	0.001138304	0.078426641	0.030342324	0.002883733	0.000396825	0.000154919	0.02079533	0.121201158	0.001715266	0.059249506	0.005459567	0.009702458	0.509284627	0.00877193	0.001152436	0.001916758	0.062776613	0.022135417	0.000558191	0.013938901	0.001242545	0.0063484	0.03913945	0.008367201	0.012640114	0.098402182	0.002939846	0.027342326	0.020515518	0.000914355	0.007817386	0.044908286	0.001658986	0.020610687	0.006736275	0.112781955	0.001771721	0.010495627	0.007762879	0.016721192	0.016091954	0	0.062300319	0.057429607	0.023255814	0.010962241	0.005739365	0.029897228	0.048033415	0.01063022	0.072962837	0.010051993	0.007151699	0	0.055404487	0.024185824	0.004558693	0.042821159	0.010382868	0.003400355	0.010077647	0.260621989	0.035623049	0.060558737	0.079131811	0.04903537	0.006589786	0.002220577	0.060375994	0.13265143	0	0.004814737	0	0	0	0	0	0	0.000146929	0	0	0	0	0	0	8.99E-05	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae	0	0	0	0.003066544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000091	0	4.29E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000995272	0	0	0	0	0	0	0	7.97E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000274348	0	0	0	0	0.000227187	0	0	0.00074599	0	0	0.000482625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000248509	0	0.001036807	0	0	0	0	0	0.000789058	0	0	0.000948767	0.000368664	0	0	0	0	0	0.000352858	0	0.000574713	0	0.000532481	0	0	0	0	0	0	0	0	0	0.000137533	0	0.015295717	0	0	0	0	0	0	0.00087604	0	0.000173521	0	0	0.000126727	0	0	0.000479463	0	0.000209336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae	0	0	0	0	0.000674764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002272934	0	0	0.000991965	0	0	0	0	0	0	0	0	0.000577478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001063547	0	0	0	0	0	0	0	0	0	0	0	0	0.000118064	0	0.000965251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016187552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001039861	0	0.011460476	0	0	0.000253261	0	9.27E-05	0	0	0	0	0	0	0	0	0	0.00253073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002000182	0	0	0	0	0	0	0	0	0	0	0.007258515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008067345	0	0	0	0	0	0	0	0	0	0	0	0.000396825	0	0	0	0.000285878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029080334	0	0	0	0	0	0	0	0	0	0	0	0.001039861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000221729	0	0	0	0	0	0	0	0	0.001111729	0	0	0	0	0	0.001035197	0	0	0	0.000247158	0	0.001244091	0	0	0	0	0	0	0	0	0	0	0	0	0.001507159	0.000696136	0	0	0.022866259	0	0	0.00083647	0.001646091	0	0.003156787	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008026268	0	0	0.008887426	0	0	0	0	0	0	0	0.003472222	0	0	0	0.000253936	0.002851218	0	0	0	0.000226142	0	0	0.000304785	0	0	0	0.003053435	0	0	0	0	0.000352858	0	0	0	0	0.006412043	0.000430663	0	0	0	0	0	0.0078418	0.001039861	0	0	0.001869477	0	0	0	0	0	0	0	0	0.004858581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Melanommataceae	0	0	0	0	0	0.003137528	0	0	0	0	0	0.004289544	0	0	0	0	0	0	0.002595476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.34E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000236128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000348068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Periconiaceae	0	0	0	0.025554533	0.000674764	0	0	0.023560209	0.003811659	0	0.036155469	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0.000595179	0	0	0	0	0	0	0	0	0.005967276	0	0.008656873	0	0	0	0	0	0	7.96E-05	0	0	0	0	0	0	0.006156552	0	0	0	0.000666815	0	0.001422475	0.000239196	0	0	0	0.000203087	0.001356443	0.004872955	0.001174168	0	0.003722414	0.007805724	0	0.00418235	0.004938272	0.000709975	0.002806033	0	0	0.000833018	0.008710801	0.000346961	0.017903767	0	0.001517739	0.003619691	0	0	0	0.000309837	0.002371397	0.007597685	0	0.034891376	0	0	0.002739726	0.005012531	0.001047669	0.000136911	0.002212905	0	0.003070053	0.002439308	0.005715706	0.001523616	0.00155521	0	0.004531362	0.005455963	0.002035278	0.003281079	0	0	0.002188868	0.003162555	0.001105991	0	0.00269451	0.005494505	0	0	0.012350035	0	0.004597701	0.032384143	0	0.022860329	0.007321275	0.006090134	0.000675219	0.012457178	0.003480682	0.01556568	0	0.000693241	0.000412598	0	0	0	0	0	0	0	0	0.012702584	0	0	0.0012435	0.001607717	0.001647446	0	0.004699928	0.000319642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae	0.024002021	0	0	0.000919963	0.002699055	0	0	0	0	0	0.000301296	0	0	0.002237852	0	0	0	0	0.000370782	0	0.006218202	0	0	0	0	0	0	0	0	0	0	0.000997783	0	0	0	0	0	0.001154957	0	0	0	0	0	0	0	0	0	0.001963565	0.003875969	0.000903614	0	0	0	0.001465846	0	0.000294118	0	0	0.006090808	0	0	0	0	0	0	0	0	0	0	0.000265887	0.000433651	0.000596837	0.00083647	0.000548697	0	0.004910558	0	0	0	0.00049776	0	0	0	0	0.001206564	0	0	0.00515873	0	0.000182415	0.001085384	0	0	0	0	0	0.000835422	0	0.000136911	0	0	0	0	0.001242545	0.000253936	0	0	0.001192464	0	0.000226142	0	0.000789058	7.62E-05	0	0	0	0	0	0	6.81E-05	0.001166181	0	0	0	0	0	0.000278784	0.000861326	0	0.001012829	0	0	0	0.008182748	0	0	0	0	0	0	0	0	0	0	0.002190101	0	0	0	0	0	0	0	0	0.002065459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae	0	0.009407338	0	0.009404068	0.00877193	0.000174307	0	0.035340314	0.006278027	0	0.022597168	0.008310992	0.000298954	0.007033248	0	0.00625	0.000665779	0.008210998	0.008157212	0	0.016676088	0	0	0	0.535816619	0.585416856	0.21640669	0.31958173	0.651721059	0.477494538	0.639327866	0.520066519	0	0.482988086	0.209959623	0.025109378	0.203052299	0.50798845	0.486595174	0.352505247	0.430516954	0.916759569	0.094065167	0.471510791	0.732763453	0.388665774	0.452699474	0.608596051	0.432816537	0.40496988	0.040657439	0.010288066	0.176909679	0.158604515	0.025380711	0.082941176	0.357304827	0.090242276	0.187707641	0.174608819	0.001275714	0.001328904	0	0.000106798	0.001269293	0.0066315	0.074138531	0.183170254	0.000543272	0.004520074	0.096270598	0.001044464	0.013801757	0.114403292	0.004969826	0.028761838	0	0.008725341	0.000908747	0.025136884	0.008153588	0.17381574	0.014639906	0.008726997	0.009893822	0.05783195	0.001572945	0.028968254	0.000826233	0.024261219	0.15195369	0.001429388	0.086899276	0.001734215	0.001940492	0.049619482	0.019214703	0.002409639	0.017661555	0.020731423	0.075520833	0.029863243	0.03589267	0.164264414	0.010919248	0.09538621	0.000239063	0.027665156	0.117887763	0.021483492	0.095151294	0.01446607	0.001295337	0.009693558	0.066097407	0.009400922	0.045801527	0.006736275	0.07200694	0.001022147	0.07696793	0.350741002	0.011632134	0.109770115	0.044667783	0.032481363	0.113465291	0.152024117	0.03410475	0.020256583	0.141388975	0.07239819	0.046697039	0.089328333	0.028076256	0.287443268	0.652953277	0.568660775	0.136374521	0.230214005	0.707178841	0.172707889	0.040212892	0.745580704	0.413491021	0.381209197	0.577129967	0.175785666	0.636254019	0.283487517	0.227239082	0.550614606	0.540674445	0.097235462	0.271090643	0	0.000276396	0	0	0	0.000394089	0.003085513	0.000176507	0	0	0	0	0	0.000449357	0.000158103	0	0	0	0.00014247
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis	0.311015664	0	0	0.006133088	0	0	0	0.002617801	0	0	0.078336848	0	0	0.001918159	0	0	0	0.000248818	0	0	0	0	0	0	0	0	9.40E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005813953	0.051209104	0.000159464	0.004318937	0	0.000800983	0	0.003014318	0	0.121722114	0.000651926	0.011433129	0	0.001492092	0	0.007407407	0.000177494	0.010873378	9.19E-05	0.000569044	0	0	0	0	0.00094451	0	0.142133205	0.066390041	0	0.011111111	0.000361477	0.014045969	0.001085384	0	0.000329164	0.01271758	0.000970246	0	0	0.000419068	0.004928806	0	0.035590278	0	0	0.000497018	0.001777552	0	0.005617978	0.022895302	0	0.002939846	0	0.082325092	0.000228589	0.003126954	0	0.000737327	0.202290076	0.004041765	0.002024291	0.001362862	0.01574344	0.005998589	0.016357688	0	0	0.014376997	0.166155562	0.019810508	0.004872107	0.005064146	0	0	0	0.042618479	0.097053726	0	0	0	0	0	0	0	0	0	0	0	0.011972931	0	0	0	0.000925241	0	0.000479463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae	0	0	0	0	0	0	0	0.000981675	0	0	0	0	0	0	0	0	0	0.025877084	0	0	0	0	0	0	0	0	0	0	0	0.000145666	0	0.001108647	0	0.002790598	0.039199192	0	0	0.006544755	0	0	0.107559755	0	0	0	0.001261211	0	0.016802039	0	0.006459948	0	0	0	0	0.004690707	0.000685965	0	0.000647878	0.116470327	0.035714286	0.001778094	0	0	0	0	0	0	0.000348068	0.001174168	5.43E-05	0	0	0	0.004600586	0.000823045	0.00115371	0.008418099	0	0	0	0.00049776	0.000115654	0	0.000236128	0	0.000241313	0	0	0.001190476	0	0.00036483	0	0	0	0	0	0	0.000835422	0	0.000273823	0.000116469	0.000868056	0	0	0	0	0	0	0	0.005650818	0.001356852	0	0.003945292	0	0	0.012966477	0.000921659	0.013740458	0.000336814	0.036148062	0	0.005247813	0.003175723	0.001454017	0	0.001675042	0.001064963	0.015890716	0.003445306	0	0	0	0	0	0.007500852	0.001039861	0	0	0.025662814	0	0.00012663	0	0	0	0	0.003942181	0	0.001041124	0	0.002009646	0	0.000740192	0	0.002557136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.99E-05	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Teichosporaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001937984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Torulaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004739336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
